SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 6,FACULTAD 5,LICENCIATURA 21,"Adecuar el centro de lenguas, que sea realmente para que los alumnos aprendan, no para perjudicar más.","Adecuar el centro de lenguas, que sea realmente para que los alumnos aprendan, no para perjudicar más.","['adecuar', 'centro', 'lenguas', 'realmente', 'alumnos', 'aprendan', 'perjudicar']","['adecuar', 'centro', 'lengua', 'realmente', 'alumno', 'aprendar', 'perjudicar']",Positivo,70.83%,5,centro
SEDE 6,FACULTAD 4,LICENCIATURA 14,Adecuar un centro de copiado nocturno,Adecuar un centro de copiado nocturno,"['adecuar', 'centro', 'copiado', 'nocturno']","['adecuar', 'centro', 'copiado', 'nocturno']",Positivo,78.12%,7,acceso
SEDE 1,FACULTAD 3,LICENCIATURA 11,Además del parque no encuentro lugares para desestresarme o tener un tiempo de descanso.,Además del parque no encuentro lugares para desestresarme o tener un tiempo de descanso.,"['además', 'parque', 'encuentro', 'lugares', 'desestresarme', 'tener', 'tiempo', 'descanso']","['parque', 'encontrar', 'lugar', 'desestresarme', 'tiempo', 'descanso']",Positivo,31.48%,6,estudio
SEDE 4,FACULTAD 5,LICENCIATURA 21,Adquirir equipos modernos para los laboratorios de Informática.,Adquirir equipos modernos para los laboratorios de Informática.,"['adquirir', 'equipos', 'modernos', 'laboratorios', 'informática']","['adquirir', 'equipo', 'moderno', 'laboratorio', 'informáticar']",Positivo,82.49%,0,variedad
SEDE 1,FACULTAD 3,POSTGRADO 01,Agilidad del personal de finanzas en actualizas los pagos de banca en línea,Agilidad del personal de finanzas en actualizas los pagos de banca en línea,"['agilidad', 'personal', 'finanzas', 'actualizas', 'pagos', 'banca', 'línea']","['agilidad', 'personal', 'finanza', 'actualizas', 'pagos', 'banco', 'líneo']",Positivo,56.25%,5,centro
SEDE 1,FACULTAD 2,INGENIERIA 12,"agilisar el proceso de las giras, especi----amente lo del bus.","agilisar el proceso de las giras, especi----amente lo del bus.","['agilisar', 'proceso', 'giras', 'especiamente', 'bus']","['agilisar', 'proceso', 'gira', 'especiamente', 'bus']",Positivo,37.54%,3,wifi
SEDE 1,FACULTAD 3,INGENIERIA 14,Agilizar la entrega de carnet estudiantil para controlar el acceso a la Institución.,Agilizar la entrega de carnet estudiantil para controlar el acceso a la Institución.,"['agilizar', 'entrega', 'carnet', 'estudiantil', 'controlar', 'acceso', 'institución']","['agilizar', 'entrega', 'carnet', 'estudiantil', 'controlar', 'acceso', 'institución']",Positivo,38.18%,1,laboratorio
SEDE 1,FACULTAD 1,LICENCIATURA 02,"Agilizar las filas en las cafeterías, desayuno, almuerzo y cena","Agilizar las filas en las cafeterías, desayuno, almuerzo y cena","['agilizar', 'filas', 'cafeterías', 'desayuno', 'almuerzo', 'cena']","['agilizar', 'fila', 'cafetería', 'desayuno', 'almuerzo', 'cena']",Positivo,70.83%,0,variedad
SEDE 1,FACULTAD 1,INGENIERIA 04,Agilizar los procesos de cobro en la cafetería con tarjeta,Agilizar los procesos de cobro en la cafetería con tarjeta,"['agilizar', 'procesos', 'cobro', 'cafetería', 'tarjeta']","['agilizar', 'proceso', 'cobro', 'cafetería', 'tarjeto']",Positivo,70.82%,0,variedad
SEDE 1,FACULTAD 4,INGENIERIA 17,Agilizar tramite de practica profesional,Agilizar tramite de practica profesional,"['agilizar', 'tramite', 'practica', 'profesional']","['agilizar', 'tramite', 'practica', 'profesional']",Positivo,56.23%,2,
SEDE 6,FACULTAD 2,INGENIERIA 08,Agradecería una mejor red WiFi.,Agradecería una mejor red WiFi.,"['agradecería', 'mejor', 'red', 'wifi']","['agradecer', 'red', 'wifi']",Positivo,70.83%,3,wifi
SEDE 7,FACULTAD 1,LICENCIATURA 04,Agradezco La buena coordinación de las charlas en el centro,Agradezco La buena coordinación de las charlas en el centro,"['agradezco', 'buena', 'coordinación', 'charlas', 'centro']","['agradecer', 'coordinación', 'charlos', 'centro']",Positivo,56.22%,5,centro
SEDE 1,FACULTAD 3,LICENCIATURA 08,Agrandar la capacidad del wifi para que llegue a los salones,Agrandar la capacidad del wifi para que llegue a los salones,"['agrandar', 'capacidad', 'wifi', 'llegue', 'salones']","['agrandar', 'capacidad', 'wifi', 'llegar', 'salón']",Positivo,78.11%,3,wifi
SEDE 7,FACULTAD 5,LICENCIATURA 22,Agrandar más la red WIFI qué algunos salones no les llega,Agrandar más la red WIFI qué algunos salones no les llega,"['agrandar', 'red', 'wifi', 'salones', 'llega']","['agrandar', 'red', 'wifi', 'salón', 'llegar']",Positivo,78.12%,3,wifi
SEDE 2,FACULTAD 1,INGENIERIA 01,agrandar y equipar un salón de estudio,agrandar y equipar un salón de estudio,"['agrandar', 'equipar', 'salón', 'estudio']","['agrandar', 'equipar', 'salón', 'estudio']",Positivo,56.25%,6,estudio
SEDE 1,FACULTAD 6,LICENCIATURA 24,Agregar más bandas de conexión a internet,Agregar más bandas de conexión a internet,"['agregar', 'bandas', 'conexión', 'internet']","['agregar', 'banda', 'conexión', 'internet']",Positivo,78.10%,3,wifi
SEDE 1,FACULTAD 5,INGENIERIA 23,Agregar mas variedad en la cafeteria del edificio de ----,Agregar mas variedad en la cafeteria del edificio de ----,"['agregar', 'mas', 'variedad', 'cafeteria', 'edificio']","['agregar', 'variedad', 'cafeterio', 'edificio']",Positivo,63.02%,0,variedad
SEDE 1,FACULTAD 6,INGENIERIA 26,Agregar salones de estudios más grandes para poder estudiar en la facultad y no tener que cambiarnos de edificio,Agregar salones de estudios más grandes para poder estudiar en la facultad y no tener que cambiarnos de edificio,"['agregar', 'salones', 'estudios', 'grandes', 'poder', 'estudiar', 'facultad', 'tener', 'cambiarnos', 'edificio']","['agregar', 'salón', 'estudio', 'estudiar', 'facultad', 'cambiarno', 'edificio']",Positivo,85.39%,6,estudio
SEDE 1,FACULTAD 2,INGENIERIA 12,Agregar servicio de impresión en los centros de fotocopiado,Agregar servicio de impresión en los centros de fotocopiado,"['agregar', 'servicio', 'impresión', 'centros', 'fotocopiado']","['agregar', 'servicio', 'impresión', 'centro', 'fotocopiado']",Positivo,85.41%,1,laboratorio
SEDE 1,FACULTAD 3,LICENCIATURA 09,Agregar un edificio de dormitorios para los que viven lejos o en otras provincias,Agregar un edificio de dormitorios para los que viven lejos o en otras provincias,"['agregar', 'edificio', 'dormitorios', 'viven', 'lejos', 'provincias']","['agregar', 'edificio', 'dormitorio', 'vivir', 'lejos', 'provincia']",Positivo,78.10%,3,wifi
SEDE 8,FACULTAD 5,LICENCIATURA 27,"Agregar un servicio de fotocopia en el centro, sería estupendo.","Agregar un servicio de fotocopia en el centro, sería estupendo.","['agregar', 'servicio', 'fotocopia', 'centro', 'estupendo']","['agregar', 'servicio', 'fotocopio', 'centro', 'estupendo']",Positivo,78.11%,1,laboratorio
SEDE 1,FACULTAD 1,INGENIERIA 01,"agregará más variedad de alimentos o snack a las máquinas expendedoras, si no se llagará a abrir la cafetería","agregará más variedad de alimentos o snack a las máquinas expendedoras, si no se llagará a abrir la cafetería","['agregará', 'variedad', 'alimentos', 'snack', 'máquinas', 'expendedoras', 'llagará', 'abrir', 'cafetería']","['agregar', 'variedad', 'alimento', 'snack', 'máquina', 'expendedor', 'llagacer', 'abrir', 'cafetería']",Positivo,85.41%,0,variedad
SEDE 1,FACULTAD 3,LICENCIATURA 10,Agreguen más variedad de alimentos en la cafetería,Agreguen más variedad de alimentos en la cafetería,"['agreguen', 'variedad', 'alimentos', 'cafetería']","['agregar', 'variedad', 'alimento', 'cafeteer']",Positivo,82.50%,0,variedad
SEDE 1,FACULTAD 1,INGENIERIA 05,Aire acondicionado en el Centro Regional de ----,Aire acondicionado en el Centro Regional de ----,"['aire', 'acondicionado', 'centro', 'regional']","['aire', 'acondicionado', 'centro', 'regional']",Positivo,78.11%,1,laboratorio
SEDE 1,FACULTAD 1,LICENCIATURA 03,"Al momento de dar mis clases que incluía las computadoras, habían unas que demoraban en encender y otras que ni encendían.","Al momento de dar mis clases que incluía las computadoras, habían unas que demoraban en encender y otras que ni encendían.","['momento', 'dar', 'clases', 'incluía', 'computadoras', 'unas', 'demoraban', 'encender', 'encendían']","['momento', 'clase', 'incluir', 'computadora', 'demorar', 'encender', 'encend']",Positivo,78.09%,0,variedad
SEDE 1,FACULTAD 1,INGENIERIA 01,"Al momento de estudiar, aveces no hay espacio y debemos ocupar salones hasta que los necesiten.","Al momento de estudiar, aveces no hay espacio y debemos ocupar salones hasta que los necesiten.","['momento', 'estudiar', 'aveces', 'espacio', 'debemos', 'ocupar', 'salones', 'necesiten']","['momento', 'estudiar', 'avez', 'espacio', 'deber', 'ocupar', 'salón', 'necesitar']",Positivo,87.48%,6,estudio
SEDE 1,FACULTAD 1,LICENCIATURA 01,"Al momento de imprimir también muchas veces es difícil ya que en el mismo salón dan clase, sería mejor tener un salón en especí----o solo para ese tipo de atención","Al momento de imprimir también muchas veces es difícil ya que en el mismo salón dan clase, sería mejor tener un salón en especí----o solo para ese tipo de atención","['momento', 'imprimir', 'muchas', 'veces', 'difícil', 'mismo', 'salón', 'dan', 'clase', 'mejor', 'tener', 'salón', 'especío', 'solo', 'tipo', 'atención']","['momento', 'imprimir', 'difícil', 'salón', 'clase', 'salón', 'especío', 'tipo', 'atención']",Positivo,70.82%,5,centro
SEDE 1,FACULTAD 1,INGENIERIA 01,Al momento de llover no podemos llegar a la parada,Al momento de llover no podemos llegar a la parada,"['momento', 'llover', 'podemos', 'llegar', 'parada']","['momento', 'llover', 'llegar', 'parada']",Positivo,56.84%,4,
SEDE 1,FACULTAD 1,LICENCIATURA 02,"Al momento de utilizar los proyectores, las conexiones no están en optimas condiciones para poder conectar los equipos, no hay disponibilidad de controles para los mismos, lo cual di----ulta las clase","Al momento de utilizar los proyectores, las conexiones no están en optimas condiciones para poder conectar los equipos, no hay disponibilidad de controles para los mismos, lo cual di----ulta las clase","['momento', 'utilizar', 'proyectores', 'conexiones', 'optimas', 'condiciones', 'poder', 'conectar', 'equipos', 'disponibilidad', 'controles', 'mismos', 'diulta', 'clase']","['momento', 'utilizar', 'proyector', 'conexión', 'optima', 'condición', 'conectar', 'equipo', 'disponibilidad', 'control', 'diulto', 'clase']",Positivo,89.05%,4,
SEDE 7,FACULTAD 2,INGENIERIA 08,"Algo por apreciar es la instalación de aires acondicionados en la cafetería, se aprecia y mucho y agradece de mi parte.","Algo por apreciar es la instalación de aires acondicionados en la cafetería, se aprecia y mucho y agradece de mi parte.","['apreciar', 'instalación', 'aires', 'acondicionados', 'cafetería', 'aprecia', 'agradece', 'parte']","['apreciar', 'instalación', 'aires', 'acondicionado', 'cafetería', 'apreciar', 'agradecer']",Positivo,37.50%,4,
SEDE 1,FACULTAD 3,POSTGRADO 14,algun método más eficiente para aplicación de los pagos que realizamos,algun método más eficiente para aplicación de los pagos que realizamos,"['algun', 'método', 'eficiente', 'aplicación', 'pagos', 'realizamos']","['algun', 'método', 'eficiente', 'aplicación', 'pago', 'realizamos']",Positivo,56.25%,3,wifi
SEDE 1,FACULTAD 1,INGENIERIA 01,Algún método para que la fila en la cafetería sea más rápida,Algún método para que la fila en la cafetería sea más rápida,"['algún', 'método', 'fila', 'cafetería', 'rápida']","['método', 'fila', 'cafetería', 'rápido']",Positivo,43.88%,0,variedad
SEDE 7,FACULTAD 6,LICENCIATURA 24,algunas aulas de los centros regionales deberian estar mejor adecuadas para el estudiante,algunas aulas de los centros regionales deberian estar mejor adecuadas para el estudiante,"['aulas', 'centros', 'regionales', 'deberian', 'mejor', 'adecuadas', 'estudiante']","['aula', 'centro', 'regional', 'deberiar', 'adecuada', 'estudiante']",Positivo,62.18%,5,centro
SEDE 2,FACULTAD 1,LICENCIATURA 04,Algunas sillas para los estudiantes no son tan cómoda,Algunas sillas para los estudiantes no son tan cómoda,"['sillas', 'estudiantes', 'tan', 'cómoda']","['silla', 'estudiante', 'cómodo']",Positivo,70.81%,6,estudio
SEDE 8,FACULTAD 1,INGENIERIA 01,"Algunos alimentos están un poco subido de precios, además deben promover la variedad de los alimentos","Algunos alimentos están un poco subido de precios, además deben promover la variedad de los alimentos","['alimentos', 'subido', 'precios', 'además', 'deben', 'promover', 'variedad', 'alimentos']","['alimento', 'subido', 'precio', 'promover', 'variedad', 'alimento']",Positivo,82.50%,0,variedad
SEDE 7,FACULTAD 5,INGENIERIA 25,Algunos comunicados o avisos de conferencias no son tan divulgados en las redes sociales y por ende muy pocos estudiantes nos enteramos de estos.,Algunos comunicados o avisos de conferencias no son tan divulgados en las redes sociales y por ende muy pocos estudiantes nos enteramos de estos.,"['comunicados', 'avisos', 'conferencias', 'tan', 'divulgados', 'redes', 'sociales', 'ende', 'pocos', 'estudiantes', 'enteramos']","['comunicado', 'aviso', 'conferencia', 'divulgado', 'red', 'social', 'endir', 'estudiante', 'enterar']",Positivo,38.56%,3,wifi
SEDE 4,FACULTAD 1,LICENCIATURA 04,Algunos equipos como los proyectores en los salones no funcionan correctamente.,Algunos equipos como los proyectores en los salones no funcionan correctamente.,"['equipos', 'proyectores', 'salones', 'funcionan', 'correctamente']","['equipo', 'proyector', 'salón', 'funcionar', 'correctamente']",Positivo,34.63%,2,
SEDE 1,FACULTAD 5,LICENCIATURA 27,algunos equipos de los laboratorios quedan un poco antiguos para ciertos programas y otros no tienen acceso a internet,algunos equipos de los laboratorios quedan un poco antiguos para ciertos programas y otros no tienen acceso a internet,"['equipos', 'laboratorios', 'quedan', 'antiguos', 'ciertos', 'programas', 'acceso', 'internet']","['equipo', 'laboratorio', 'quedar', 'antiguo', 'programa', 'acceso', 'internet']",Positivo,50.41%,7,acceso
SEDE 1,FACULTAD 1,LICENCIATURA 04,Algunos espacios de estacionamientos son obstruidos por la falta de espacios para las motos donde podria ir 1 carro va 1 moto cuando en ese espacio pueden estar hasta 3,Algunos espacios de estacionamientos son obstruidos por la falta de espacios para las motos donde podria ir 1 carro va 1 moto cuando en ese espacio pueden estar hasta 3,"['espacios', 'estacionamientos', 'obstruidos', 'falta', 'espacios', 'motos', 'podria', 'carro', 'moto', 'espacio', 'pueden']","['espacio', 'estacionamiento', 'obstruido', 'faltar', 'espacio', 'moto', 'carro', 'moto', 'espacio']",Positivo,52.08%,6,estudio
SEDE 7,FACULTAD 1,LICENCIATURA 02,Algunos espacios de la Universidad estan con falta de iluminación,Algunos espacios de la Universidad estan con falta de iluminación,"['espacios', 'universidad', 'estan', 'falta', 'iluminación']","['espacio', 'universidad', 'faltar', 'iluminación']",Positivo,23.80%,5,centro
SEDE 1,FACULTAD 3,INGENIERIA 15,Algunos profesores les era difícil ir a clases estando en otros edificios,Algunos profesores les era difícil ir a clases estando en otros edificios,"['profesores', 'difícil', 'clases', 'edificios']","['profesor', 'difícil', 'clase', 'edificio']",Positivo,70.82%,3,wifi
SEDE 1,FACULTAD 2,INGENIERIA 08,Algunos proyecto en los salones estan dañados.,Algunos proyecto en los salones estan dañados.,"['proyecto', 'salones', 'estan', 'dañados']","['proyecto', 'salón', 'dañado']",Positivo,56.25%,1,laboratorio
SEDE 1,FACULTAD 1,INGENIERIA 04,Algunos proyectores en los salones de ---- no funcionan bien,Algunos proyectores en los salones de ---- no funcionan bien,"['proyectores', 'salones', 'funcionan', 'bien']","['proyector', 'salón', 'funcionar']",Positivo,70.81%,2,
SEDE 1,FACULTAD 2,INGENIERIA 08,Algunos proyectores en los salones de ---- no funcionaron correctamente,Algunos proyectores en los salones de ---- no funcionaron correctamente,"['proyectores', 'salones', 'funcionaron', 'correctamente']","['proyector', 'salón', 'funcionar', 'correctamente']",Positivo,70.81%,2,
SEDE 1,FACULTAD 5,INGENIERIA 25,Algunos salones de laboratorio no cuentan con computadoras suficientes para el número de alumnos de los salones,Algunos salones de laboratorio no cuentan con computadoras suficientes para el número de alumnos de los salones,"['salones', 'laboratorio', 'cuentan', 'computadoras', 'suficientes', 'número', 'alumnos', 'salones']","['salón', 'laboratorio', 'contar', 'computadora', 'suficiente', 'número', 'alumno', 'salón']",Positivo,59.26%,2,
SEDE 6,FACULTAD 5,LICENCIATURA 21,"Algunos salones fueron encontrados con falta de limpieza, a su vez muchos estudiantes que los usaban fuera de las horas de clase no los dejaban limpios, principalemnte salones como el B10; B11 y B12","Algunos salones fueron encontrados con falta de limpieza, a su vez muchos estudiantes que los usaban fuera de las horas de clase no los dejaban limpios, principalemnte salones como el B10; B11 y B12","['salones', 'encontrados', 'falta', 'limpieza', 'vez', 'estudiantes', 'usaban', 'horas', 'clase', 'dejaban', 'limpios', 'principalemnte', 'salones']","['salón', 'encontrado', 'faltar', 'limpieza', 'estudiant', 'usar', 'hora', 'clase', 'dejar', 'limpio', 'principalemnte', 'salón']",Positivo,82.48%,1,laboratorio
SEDE 1,FACULTAD 3,LICENCIATURA 10,Algunos trabajan y no les dan chance de un horario accesible,Algunos trabajan y no les dan chance de un horario accesible,"['trabajan', 'dan', 'chance', 'horario', 'accesible']","['trabajar', 'chance', 'horario', 'accesible']",Positivo,70.80%,5,centro
