SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 1,FACULTAD 4,INGENIERIA 17,Adquirir los equipos para los laboratorios de ciencias de los materiales,Adquirir los equipos para los laboratorios de ciencias de los materiales,"['adquirir', 'equipos', 'laboratorios', 'ciencias', 'materiales']","['adquirir', 'equipo', 'laboratorio', 'ciencia', 'material']",Neutral,78.12%,4,laboratorio
SEDE 7,FACULTAD 3,LICENCIATURA 08,Adquisición de equipo de cables para proyección.,Adquisición de equipo de cables para proyección.,"['adquisición', 'equipo', 'cables', 'proyección']","['adquisición', 'equipo', 'cabl', 'proyección']",Neutral,37.50%,4,laboratorio
SEDE 1,FACULTAD 2,INGENIERIA 08,agilizar el proceso de entrega de documentos,agilizar el proceso de entrega de documentos,"['agilizar', 'proceso', 'entrega', 'documentos']","['agilizar', 'proceso', 'entregar', 'documento']",Neutral,42.51%,2,
SEDE 1,FACULTAD 2,INGENIERIA 08,Agilizar el proceso para sacar una copia,Agilizar el proceso para sacar una copia,"['agilizar', 'proceso', 'sacar', 'copia']","['agilizar', 'proceso', 'sacar', 'copia']",Neutral,42.50%,7,
SEDE 1,FACULTAD 3,LICENCIATURA 09,"Agilizar los procesos del carnet, demoran demasiado tanto en dar la cita y para la entrega del carnet","Agilizar los procesos del carnet, demoran demasiado tanto en dar la cita y para la entrega del carnet","['agilizar', 'procesos', 'carnet', 'demoran', 'demasiado', 'dar', 'cita', 'entrega', 'carnet']","['agilizar', 'proceso', 'carnet', 'demoran', 'cita', 'entrega', 'carnet']",Neutral,45.74%,2,
SEDE 7,FACULTAD 5,LICENCIATURA 22,"Agregar ampli----adores de internet, hay zonas que no llega bien (cafetería)","Agregar ampli----adores de internet, hay zonas que no llega bien (cafetería)","['agregar', 'ampliadores', 'internet', 'zonas', 'llega', 'bien', 'cafetería']","['agregar', 'ampliador', 'internet', 'zonas', 'llegar', 'cafeteer']",Neutral,42.49%,5,wifi
SEDE 8,FACULTAD 3,LICENCIATURA 08,Agregar areas de estudio al aire libre,Agregar areas de estudio al aire libre,"['agregar', 'areas', 'estudio', 'aire', 'libre']","['agregar', 'areas', 'estudio', 'aire', 'libre']",Neutral,36.99%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 27,Agregar atención de consejera en la noche,Agregar atención de consejera en la noche,"['agregar', 'atención', 'consejera', 'noche']","['agregar', 'atención', 'consejera', 'noche']",Neutral,53.13%,0,
SEDE 1,FACULTAD 5,LICENCIATURA 27,Agregar atención en la noche para los estudiantes,Agregar atención en la noche para los estudiantes,"['agregar', 'atención', 'noche', 'estudiantes']","['agregar', 'atención', 'noche', 'estudiante']",Neutral,62.37%,0,
SEDE 1,FACULTAD 1,LICENCIATURA 03,Agregar aunque sea un techo para llegar a todos los edificios sin mojarnos,Agregar aunque sea un techo para llegar a todos los edificios sin mojarnos,"['agregar', 'aunque', 'techo', 'llegar', 'edificios', 'mojarnos']","['agregar', 'techo', 'llegar', 'edificio', 'mojarno']",Neutral,62.50%,5,wifi
SEDE 1,FACULTAD 4,INGENIERIA 20,Agregar lugares de descanso para los estudiantes,Agregar lugares de descanso para los estudiantes,"['agregar', 'lugares', 'descanso', 'estudiantes']","['agregar', 'lugar', 'descanso', 'estudiant']",Neutral,34.51%,2,
SEDE 3,FACULTAD 5,LICENCIATURA 27,Agregar mas espacios para desarrollar actividades de estudio.,Agregar mas espacios para desarrollar actividades de estudio.,"['agregar', 'mas', 'espacios', 'desarrollar', 'actividades', 'estudio']","['agregar', 'espacio', 'desarrollar', 'actividad', 'estudio']",Neutral,50.85%,6,
SEDE 7,FACULTAD 5,LICENCIATURA 27,Agregar más espacios para estudiar en la universidad,Agregar más espacios para estudiar en la universidad,"['agregar', 'espacios', 'estudiar', 'universidad']","['agregar', 'espacio', 'estudiar', 'universidad']",Neutral,62.47%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 23,Agregar más lugares para sacar copia en cada edificio,Agregar más lugares para sacar copia en cada edificio,"['agregar', 'lugares', 'sacar', 'copia', 'cada', 'edificio']","['agregar', 'lugar', 'sacar', 'copia', 'edificio']",Neutral,51.10%,7,
SEDE 6,FACULTAD 2,INGENIERIA 08,Agregar refrescos naturales en la cafetería,Agregar refrescos naturales en la cafetería,"['agregar', 'refrescos', 'naturales', 'cafetería']","['agregar', 'refresco', 'natural', 'cafeteer']",Neutral,37.50%,1,comida
SEDE 6,FACULTAD 3,INGENIERIA 15,Agregar techos a los estacionamientos ya que los autos se calientan mucho,Agregar techos a los estacionamientos ya que los autos se calientan mucho,"['agregar', 'techos', 'estacionamientos', 'autos', 'calientan']","['agregar', 'techo', 'estacionamiento', 'auto', 'calentar']",Neutral,42.50%,2,
SEDE 3,FACULTAD 5,LICENCIATURA 22,Agregar un parque a las instalaciones con iluminación para poder recrearse.,Agregar un parque a las instalaciones con iluminación para poder recrearse.,"['agregar', 'parque', 'instalaciones', 'iluminación', 'poder', 'recrearse']","['agregar', 'parque', 'instalación', 'iluminación', 'recrear él']",Neutral,31.27%,2,
SEDE 1,FACULTAD 4,INGENIERIA 18,Agregar una cafetería en el edificio de AULAS,Agregar una cafetería en el edificio de AULAS,"['agregar', 'cafetería', 'edificio', 'aulas']","['agregar', 'cafeteer', 'edificio', 'aula']",Neutral,42.36%,5,wifi
SEDE 1,FACULTAD 5,LICENCIATURA 21,Agregar zonas de receso para los estudiantes,Agregar zonas de receso para los estudiantes,"['agregar', 'zonas', 'receso', 'estudiantes']","['agregar', 'zona', 'receso', 'estudiant']",Neutral,40.02%,6,
SEDE 1,FACULTAD 3,INGENIERIA 15,Aire acondicionado y red WiFi en el piso de ----,Aire acondicionado y red WiFi en el piso de ----,"['aire', 'acondicionado', 'red', 'wifi', 'piso']","['aire', 'acondicionado', 'red', 'wifi', 'piso']",Neutral,46.60%,5,wifi
SEDE 1,FACULTAD 5,LICENCIATURA 20,Ajustar el precio para laboratorio/cafetería  mi clase es virtual no utilizó las  instalaciones,Ajustar el precio para laboratorio/cafetería  mi clase es virtual no utilizó las  instalaciones,"['ajustar', 'precio', 'laboratorio', 'cafetería', 'clase', 'virtual', 'utilizó', 'instalaciones']","['ajustar', 'precio', 'laboratorio', 'cafeteer', 'clase', 'virtual', 'utilizar', 'instalación']",Neutral,41.76%,3,
SEDE 1,FACULTAD 3,LICENCIATURA 09,Al estar dentro de las aulas del edificio la señal no llega,Al estar dentro de las aulas del edificio la señal no llega,"['dentro', 'aulas', 'edificio', 'señal', 'llega']","['aula', 'edificio', 'señal', 'llegar']",Neutral,82.50%,5,wifi
SEDE 1,FACULTAD 4,LICENCIATURA 14,Al inicio de semestre tenía problemas con ingresar mi contraseña en el servicio wifi,Al inicio de semestre tenía problemas con ingresar mi contraseña en el servicio wifi,"['inicio', 'semestre', 'problemas', 'ingresar', 'contraseña', 'servicio', 'wifi']","['inicio', 'semestrar', 'problema', 'ingresar', 'contraseño', 'servicio', 'wifi']",Neutral,38.68%,5,wifi
SEDE 6,FACULTAD 6,LICENCIATURA 24,Al matricular vía internet se satura mucho la plataforma y se pone lenta.,Al matricular vía internet se satura mucho la plataforma y se pone lenta.,"['matricular', 'vía', 'internet', 'satura', 'plataforma', 'pone', 'lenta']","['matricular', 'vía', 'internet', 'saturo', 'plataforma', 'poner', 'lento']",Neutral,35.42%,3,
SEDE 1,FACULTAD 3,INGENIERIA 15,Al momento de divulgar informacion sobre diferentes actividades en la universidad,Al momento de divulgar informacion sobre diferentes actividades en la universidad,"['momento', 'divulgar', 'informacion', 'diferentes', 'actividades', 'universidad']","['momento', 'divulgar', 'informacion', 'actividad', 'universidad']",Neutral,66.15%,6,
SEDE 1,FACULTAD 4,LICENCIATURA 15,Al momento de matrícula hay mucha di----ultad,Al momento de matrícula hay mucha di----ultad,"['momento', 'matrícula', 'mucha', 'diultad']","['momento', 'matrícular', 'diultad']",Neutral,70.83%,2,
SEDE 1,FACULTAD 5,LICENCIATURA 22,Alargar los horarios de cena en la cafetería,Alargar los horarios de cena en la cafetería,"['alargar', 'horarios', 'cena', 'cafetería']","['alargar', 'horario', 'cén', 'cafetería']",Neutral,37.51%,1,comida
SEDE 1,FACULTAD 3,LICENCIATURA 09,Algun lugar de esparcimiento dentro de los edificios,Algun lugar de esparcimiento dentro de los edificios,"['algun', 'lugar', 'esparcimiento', 'dentro', 'edificios']","['algun', 'lugar', 'esparcimiento', 'edificio']",Neutral,50.64%,7,
SEDE 1,FACULTAD 1,INGENIERIA 03,Alguna manera de acelerar las filas en las cafeterías,Alguna manera de acelerar las filas en las cafeterías,"['alguna', 'manera', 'acelerar', 'filas', 'cafeterías']","['acelerar', 'fila', 'cafetería']",Neutral,70.83%,1,comida
SEDE 1,FACULTAD 1,INGENIERIA 06,"Algunas clases deberían ser virtuales (las más teoricas), sobretodo si es en la noche","Algunas clases deberían ser virtuales (las más teoricas), sobretodo si es en la noche","['clases', 'deberían', 'ser', 'virtuales', 'teoricas', 'sobretodo', 'noche']","['clase', 'deber', 'virtual', 'teorica', 'sobretodo', 'noche']",Neutral,57.27%,3,
SEDE 2,FACULTAD 5,INGENIERIA 25,algunas computadoras de los laboratorios no cuentan con internet,algunas computadoras de los laboratorios no cuentan con internet,"['computadoras', 'laboratorios', 'cuentan', 'internet']","['computadora', 'laboratorio', 'contar', 'internet']",Neutral,82.49%,4,laboratorio
SEDE 1,FACULTAD 5,LICENCIATURA 27,algunas computadoras en los la laboratorios aveces no tenian internet aun estando conectadas,algunas computadoras en los la laboratorios aveces no tenian internet aun estando conectadas,"['computadoras', 'laboratorios', 'aveces', 'tenian', 'internet', 'aun', 'conectadas']","['computadora', 'laboratorio', 'avez', 'teniar', 'internet', 'conectado']",Neutral,52.06%,4,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 25,Algunas de las maquinas de los laboratorios fallan al momento de utilizarlas o van muy lentas.,Algunas de las maquinas de los laboratorios fallan al momento de utilizarlas o van muy lentas.,"['maquinas', 'laboratorios', 'fallan', 'momento', 'utilizarlas', 'van', 'lentas']","['maquina', 'laboratorio', 'fallar', 'momento', 'utilizarla', 'lenta']",Neutral,52.08%,4,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 23,"algunas materias requieren de un buen internet, el cual imposibilitó algunos parciales","algunas materias requieren de un buen internet, el cual imposibilitó algunos parciales","['materias', 'requieren', 'buen', 'internet', 'imposibilitó', 'parciales']","['materia', 'requerir', 'internet', 'imposibilitar', 'parcial']",Neutral,41.67%,4,laboratorio
SEDE 6,FACULTAD 1,INGENIERIA 04,algunas veces el baño en ---- o no estaba disponible o esta húmedo,algunas veces el baño en ---- o no estaba disponible o esta húmedo,"['veces', 'baño', 'disponible', 'húmedo']","['baño', 'disponible', 'húmedo']",Neutral,37.50%,5,wifi
SEDE 2,FACULTAD 5,LICENCIATURA 27,Algunas veces el Internet no funcionaba correctamente.,Algunas veces el Internet no funcionaba correctamente.,"['veces', 'internet', 'funcionaba', 'correctamente']","['internet', 'funcionar', 'correctamente']",Neutral,78.11%,4,laboratorio
SEDE 8,FACULTAD 5,LICENCIATURA 22,"Algunos equipos de computadoras en los laboratorios se encuentran infuncionales, faltos de ciertos programas de uso comun, entre otros","Algunos equipos de computadoras en los laboratorios se encuentran infuncionales, faltos de ciertos programas de uso comun, entre otros","['equipos', 'computadoras', 'laboratorios', 'encuentran', 'infuncionales', 'faltos', 'ciertos', 'programas', 'uso', 'comun']","['equipo', 'computadora', 'laboratorio', 'encontrar', 'infuncional', 'falto', 'programa', 'comun']",Neutral,66.88%,4,laboratorio
SEDE 6,FACULTAD 2,INGENIERIA 08,Algunos equipos del laboratorio de informática no funcionan.,Algunos equipos del laboratorio de informática no funcionan.,"['equipos', 'laboratorio', 'informática', 'funcionan']","['equipo', 'laboratorio', 'informáticar', 'funcionar']",Neutral,82.50%,4,laboratorio
SEDE 1,FACULTAD 4,LICENCIATURA 14,Algunos instrumentos de los laboratorio de electricidad estan un poco antiguos,Algunos instrumentos de los laboratorio de electricidad estan un poco antiguos,"['instrumentos', 'laboratorio', 'electricidad', 'estan', 'antiguos']","['instrumento', 'laboratorio', 'electricidad', 'antiguo']",Neutral,62.51%,4,laboratorio
SEDE 6,FACULTAD 1,LICENCIATURA 04,Algunos laboratorios son muy pequeños para tantos estudiantes,Algunos laboratorios son muy pequeños para tantos estudiantes,"['laboratorios', 'pequeños', 'tantos', 'estudiantes']","['laboratorio', 'pequeño', 'tanto', 'estudiante']",Neutral,61.43%,4,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 23,"Algunos lavamanos no funcionan, los del ultimo piso del ----","Algunos lavamanos no funcionan, los del ultimo piso del ----","['lavamanos', 'funcionan', 'ultimo', 'piso']","['lavamano', 'funcionar', 'piso']",Neutral,37.49%,4,laboratorio
SEDE 1,FACULTAD 5,LICENCIATURA 22,Algunos proyectores en los salones no se concetan o no funciona la entrada hdmi,Algunos proyectores en los salones no se concetan o no funciona la entrada hdmi,"['proyectores', 'salones', 'concetan', 'funciona', 'entrada', 'hdmi']","['proyector', 'salón', 'concetar', 'funcionar', 'entrada', 'hdmi']",Neutral,49.62%,4,laboratorio
SEDE 1,FACULTAD 5,LICENCIATURA 23,Algunos salones no conseguían información sobre actividades,Algunos salones no conseguían información sobre actividades,"['salones', 'conseguían', 'información', 'actividades']","['salón', 'conseguir', 'información', 'actividad']",Neutral,51.57%,6,
SEDE 1,FACULTAD 5,INGENIERIA 23,Algunos salones tienen el aparato del aire dañado,Algunos salones tienen el aparato del aire dañado,"['salones', 'aparato', 'aire', 'dañado']","['salón', 'aparato', 'aire', 'dañado']",Neutral,51.60%,0,
SEDE 8,FACULTAD 3,LICENCIATURA 08,Algunos salones tienen problemas con los aires acondicionado,Algunos salones tienen problemas con los aires acondicionado,"['salones', 'problemas', 'aires', 'acondicionado']","['salón', 'problema', 'air', 'acondicionado']",Neutral,38.00%,0,
SEDE 4,FACULTAD 3,INGENIERIA 15,Altos precios de alimentos en la cafeteria,Altos precios de alimentos en la cafeteria,"['altos', 'precios', 'alimentos', 'cafeteria']","['alto', 'precio', 'alimento', 'cafeterio']",Neutral,82.50%,1,comida
SEDE 8,FACULTAD 4,INGENIERIA 20,Ampliación de áreas de esparcimiento social,Ampliación de áreas de esparcimiento social,"['ampliación', 'áreas', 'esparcimiento', 'social']","['ampliación', 'área', 'esparcimiento', 'social']",Neutral,53.10%,7,
SEDE 6,FACULTAD 3,LICENCIATURA 08,Ampliación de la biblioteca y creación de áreas de estudio para los alumnos.,Ampliación de la biblioteca y creación de áreas de estudio para los alumnos.,"['ampliación', 'biblioteca', 'creación', 'áreas', 'estudio', 'alumnos']","['ampliación', 'biblioteca', 'creación', 'área', 'estudio', 'alumno']",Neutral,59.06%,6,
SEDE 8,FACULTAD 1,INGENIERIA 01,"Ampliación de la biblioteca, ya que se a quedado pequeña, para la demanda actual de estudiantes.","Ampliación de la biblioteca, ya que se a quedado pequeña, para la demanda actual de estudiantes.","['ampliación', 'biblioteca', 'quedado', 'pequeña', 'demanda', 'actual', 'estudiantes']","['ampliación', 'biblioteco', 'quedado', 'pequeño', 'demanda', 'actual', 'estudiante']",Neutral,53.65%,7,
SEDE 1,FACULTAD 5,INGENIERIA 23,Ampliar ancho de banda de internet,Ampliar ancho de banda de internet,"['ampliar', 'ancho', 'banda', 'internet']","['ampliar', 'ancho', 'banda', 'internet']",Neutral,82.49%,4,laboratorio
SEDE 1,FACULTAD 5,LICENCIATURA 22,Ampliar el horario de atencion medicina,Ampliar el horario de atencion medicina,"['ampliar', 'horario', 'atencion', 'medicina']","['ampliar', 'horario', 'atencion', 'medicina']",Neutral,41.95%,1,comida
SEDE 1,FACULTAD 4,LICENCIATURA 15,Ampliar el rango de conectividad al wifi,Ampliar el rango de conectividad al wifi,"['ampliar', 'rango', 'conectividad', 'wifi']","['ampliar', 'rango', 'conectividad', 'wifi']",Neutral,53.13%,5,wifi
SEDE 1,FACULTAD 3,POSTGRADO 01,Ampliar información de investigaciones a nivel de doctorado,Ampliar información de investigaciones a nivel de doctorado,"['ampliar', 'información', 'investigaciones', 'nivel', 'doctorado']","['ampliar', 'información', 'investigación', 'nivel', 'doctorado']",Neutral,59.71%,6,
SEDE 1,FACULTAD 3,LICENCIATURA 12,Ampliar la capacidad de la red WIFI,Ampliar la capacidad de la red WIFI,"['ampliar', 'capacidad', 'red', 'wifi']","['ampliar', 'capacidad', 'red', 'wifi']",Neutral,42.65%,4,laboratorio
SEDE 1,FACULTAD 1,INGENIERIA 06,Ampliar la cobertura del wifi en los salones de estudio y en la ----,Ampliar la cobertura del wifi en los salones de estudio y en la ----,"['ampliar', 'cobertura', 'wifi', 'salones', 'estudio']","['ampliar', 'cobertura', 'wifi', 'salones', 'estudio']",Neutral,42.50%,5,wifi
SEDE 8,FACULTAD 1,INGENIERIA 01,Ampliar los espacios de biblioteca para el estudio en la universidad.,Ampliar los espacios de biblioteca para el estudio en la universidad.,"['ampliar', 'espacios', 'biblioteca', 'estudio', 'universidad']","['ampliar', 'espacio', 'biblioteco', 'estudio', 'universidad']",Neutral,48.93%,6,
SEDE 8,FACULTAD 3,INGENIERIA 15,Ampliar los espacios de estudio y esparcimiento,Ampliar los espacios de estudio y esparcimiento,"['ampliar', 'espacios', 'estudio', 'esparcimiento']","['ampliar', 'espacio', 'estudio', 'esparcimiento']",Neutral,57.82%,6,
